product_name,price,weight,category
M&S Extra Smooth Vodka,£8,350ml,food-cupboard-drinks-bakery-294572
M&S Light Pink Grapefruit Tonic Water,£4.75,8 x 150ml,food-cupboard-drinks-bakery-294572
M&S Quick Cook Soup Mix,£1.50,250g,food-cupboard-drinks-bakery-294572
M&S Chicken Casserole,£4,400g,food-cupboard-drinks-bakery-294572
M&S Collection Marc De Champagne Truffles & Belgian Milk Chocolate Egg,£12,242g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Seville Orange Marmalade,£2.25,340g,food-cupboard-drinks-bakery-294572
M&S London Dry Gin,£14.50,70cl,food-cupboard-drinks-bakery-294572
M&S Salt & Vinegar Houmous Chips,£2,110g,food-cupboard-drinks-bakery-294572
Cook With M&S Ground All Spice,£1.50,48g,food-cupboard-drinks-bakery-294572
M&S Light Indian Tonic Water,£4.75,8 x 150ml,food-cupboard-drinks-bakery-294572
M&S Made In Italy Truffle Pesto,£2.20,90g,food-cupboard-drinks-bakery-294572
M&S Puglia Rosso,£14,1.5L,food-cupboard-drinks-bakery-294572
M&S Roast & Ritual Ground Coffee,£3.50,227g,food-cupboard-drinks-bakery-294572
M&S Satay Noodle Box,£2.50,300g,food-cupboard-drinks-bakery-294572
M&S Berry Boost Bar,£3.20,4 x 35g,food-cupboard-drinks-bakery-294572
M&S Collection Grain Free Fruit & Nut Granola,£5,360g,food-cupboard-drinks-bakery-294572
M&S Mini All Butter Sweet Pastry Tartlets,£3,18 per pack,food-cupboard-drinks-bakery-294572
M&S Redcurrant Puffs,£1.85,100g,food-cupboard-drinks-bakery-294572
M&S Sparkling Sicilian Lemon & British Mint Presse,£2.95,750ml,food-cupboard-drinks-bakery-294572
Cook With M&S Onion Salt,£1.50,87g,food-cupboard-drinks-bakery-294572
M&S Clean Greens Cold Pressed Juice,£2,250ml,food-cupboard-drinks-bakery-294572
M&S Collection Smoked Roasted & Salted Marcona Almonds,£3.25,150g,food-cupboard-drinks-bakery-294572
M&S Lightly Sea Salted Popped Potato Chips,£1.65,80g,food-cupboard-drinks-bakery-294572
M&S Made Without Millionaire's Shortbread,£3.90,4 per pack,food-cupboard-drinks-bakery-294572
M&S Mini Walter the Sausage Dogs,£3.75,180g,food-cupboard-drinks-bakery-294572
Cook With M&S Star Anise,£1.50,12g,food-cupboard-drinks-bakery-294572
M&S Belgian Milk Hot Chocolate Flakes,£5,250g,food-cupboard-drinks-bakery-294572
M&S Collection Fairtrade Sumatran Ground Coffee,£4.50,227g,food-cupboard-drinks-bakery-294572
M&S Domaine Mandeville Pinot Noir,£9,75cl,food-cupboard-drinks-bakery-294572
M&S Mango & Sweet Chilli Dipping Sauce,£2,230g,food-cupboard-drinks-bakery-294572
M&S Plant Kitchen Vegetable Gravy,£2.65,350g,food-cupboard-drinks-bakery-294572
M&S Tomato Chutney,£2.50,300g,food-cupboard-drinks-bakery-294572
M&S Italian Chianti,£8,75cl,food-cupboard-drinks-bakery-294572
M&S 8 Instant Latte Sachets,£3.75,8 per pack,food-cupboard-drinks-bakery-294572
M&S All Butter Shortbread Tin,£6,200g,food-cupboard-drinks-bakery-294572
M&S Belgian Cocoa Dusted Chocolate Truffles,£8,260g,food-cupboard-drinks-bakery-294572
M&S Hot Chicken Curry,£4.25,400g,food-cupboard-drinks-bakery-294572
M&S Made Without Maple Syrup Flavour Porridge Pot,£1.10,70g,food-cupboard-drinks-bakery-294572
M&S Made Without Seeded Sandwich Thins,£2.50,4 per pack,food-cupboard-drinks-bakery-294572
M&S Peanut Butter Bar,£1.35,36g,food-cupboard-drinks-bakery-294572
M&S Rich Tea Biscuits,75p,300g,food-cupboard-drinks-bakery-294572
M&S 9 Mini Colin the Caterpillar Party Cakes,£5,460g,food-cupboard-drinks-bakery-294572
M&S Deliciously Versatile Teriyaki Sauce,£1.70,175g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Peruvian Coffee Beans,£4.50,227g,food-cupboard-drinks-bakery-294572
M&S Soft & Fruity Rose,£5.75,75cl,food-cupboard-drinks-bakery-294572
M&S Sweet & Sour Noodle Box,£2.50,300g,food-cupboard-drinks-bakery-294572
Journey's End Honeycomb Chardonnay,£9,75cl,food-cupboard-drinks-bakery-294572
M&S Collection Fruit Nut & Seed Muesli,£5,600g,food-cupboard-drinks-bakery-294572
M&S Honey Cured Ham,£2.50,200g,food-cupboard-drinks-bakery-294572
M&S Made Without Dairy Rocky Road Pieces,£3,100g,food-cupboard-drinks-bakery-294572
M&S Made Without Traditional Porridge Oats,£2.40,500g,food-cupboard-drinks-bakery-294572
M&S Peppermint Creams,£4,200g,food-cupboard-drinks-bakery-294572
N/A,£5,80g,food-cupboard-drinks-bakery-294572
M&S Made Without Chocolate Twists,£3.10,2 per pack,food-cupboard-drinks-bakery-294572
M&S Strawberry Flavour Meringue Bar,£1.35,20g,food-cupboard-drinks-bakery-294572
M&S VIVA 6 Dipped Waffle Cones,£2.75,6 per pack,food-cupboard-drinks-bakery-294572
M&S Walnut Oil,£2.50,250ml,food-cupboard-drinks-bakery-294572
M&S Espresso Coffee Beans,£5.50,454g,food-cupboard-drinks-bakery-294572
M&S Made Without Wheat Rice Pops,£2.10,300g,food-cupboard-drinks-bakery-294572
M&S Sugar Free Hazelnut Flavour Syrup,£3.50,250ml,food-cupboard-drinks-bakery-294572
Cook With M&S Roasted Garam Masala,£2.40,45g,food-cupboard-drinks-bakery-294572
M&S Classics Alsace Gewurztraminer,£11,75cl,food-cupboard-drinks-bakery-294572
M&S Oat & 3 Seed Crispbread,£2.75,200g,food-cupboard-drinks-bakery-294572
M&S Pistachio & Honey Baklava,£4,8 per pack,food-cupboard-drinks-bakery-294572
Cook With M&S Za'Atar Seasoning,£2.50,35g,food-cupboard-drinks-bakery-294572
M&S Chocolate Hazelnut Mini Bites,£3.75,215g,food-cupboard-drinks-bakery-294572
M&S Collection Italian Carnaroli Risotto Rice,£2.50,500g,food-cupboard-drinks-bakery-294572
M&S Lamb Gravy,£2.65,350g,food-cupboard-drinks-bakery-294572
M&S Madeleines,£3,152g,food-cupboard-drinks-bakery-294572
M&S Rooibos Teabags,£1.50,20 per pack,food-cupboard-drinks-bakery-294572
"M&S Choc Marks Candy Beans, Orange Jellies & Popping Candy Milk Chocolate",£3.50,180g,food-cupboard-drinks-bakery-294572
"M&S Choc Marks Pretzel, Caramel Sea Salt & Almond Nougat Milk Chocolate",£1.30,50g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Classic One Cup Coffee Filters,£4.25,10 per pack,food-cupboard-drinks-bakery-294572
M&S Minced Beef,£4,400g,food-cupboard-drinks-bakery-294572
M&S Plant Kitchen Cheese Flavour Twists,£1.75,125g,food-cupboard-drinks-bakery-294572
M&S Smoky Barbecue Popped Potato Chips,£1.65,80g,food-cupboard-drinks-bakery-294572
M&S Traditional Whole Oats,£2.75,360g,food-cupboard-drinks-bakery-294572
M&S Classics Rich Cream Sherry,£11,75cl,food-cupboard-drinks-bakery-294572
M&S Classics Riesling,£10,75cl,food-cupboard-drinks-bakery-294572
M&S Green Tea & Mint Teabags,£1.50,20 per pack,food-cupboard-drinks-bakery-294572
M&S Lisboa Bonita,£8.50,75cl,food-cupboard-drinks-bakery-294572
M&S Sticky Toffee Sauce,£2.25,310g,food-cupboard-drinks-bakery-294572
M&S Orange & Mango Juice,£2.25,1L,food-cupboard-drinks-bakery-294572
M&S Plum Dipping Sauce,£2,220g,food-cupboard-drinks-bakery-294572
M&S Snowball Mini Bites,£3.75,212g,food-cupboard-drinks-bakery-294572
M&S Vegetable Stock Pot,£1.50,24g,food-cupboard-drinks-bakery-294572
Cook With M&S Caraway Seeds,£1.50,44g,food-cupboard-drinks-bakery-294572
N/A,£2.90,100g,food-cupboard-drinks-bakery-294572
M&S Choc Marks Milk Chocolate Bar,£3.50,180g,food-cupboard-drinks-bakery-294572
M&S Chow Mein Noodle Box,£2.50,300g,food-cupboard-drinks-bakery-294572
M&S Gelato Chocolate Selection,£5,108g,food-cupboard-drinks-bakery-294572
M&S Korma Curry Sauce,£2.60,500g,food-cupboard-drinks-bakery-294572
M&S Organic Virgin Coconut Oil,£3.50,300ml,food-cupboard-drinks-bakery-294572
M&S Quinta De Fafide Estate Reserva,£12,75cl,food-cupboard-drinks-bakery-294572
M&S Blueberry Conserve,£2.60,340g,food-cupboard-drinks-bakery-294572
M&S Dukkah,£2.25,55g,food-cupboard-drinks-bakery-294572
M&S 'Nduja Paste,£5,120g,food-cupboard-drinks-bakery-294572
M&S Olive Sundried Tomato & Caper Tapenade,£2,140g,food-cupboard-drinks-bakery-294572
M&S Pad Thai Sauce,£2.50,200g,food-cupboard-drinks-bakery-294572
M&S Aged Brandy,£8,35cl,food-cupboard-drinks-bakery-294572
M&S Fairtrade Brazilian Ground Coffee,£4.50,227g,food-cupboard-drinks-bakery-294572
M&S 3 Salted Caramel Whips,£2.50,85g,food-cupboard-drinks-bakery-294572
M&S Chunky Chicken,£2.70,206g,food-cupboard-drinks-bakery-294572
M&S Coconut Water,£2.75,750ml,food-cupboard-drinks-bakery-294572
M&S Collection Belgian Dark Chocolate Egg With Raspberry Truffles,£12,244g,food-cupboard-drinks-bakery-294572
M&S Percy Piglets Mini Bag,£4.25,10 x 28g,food-cupboard-drinks-bakery-294572
M&S Vanilla Flavour Espresso Coffee Pods,£3.25,10 per pack,food-cupboard-drinks-bakery-294572
M&S Vino D'Italia White Wine,£9,1L,food-cupboard-drinks-bakery-294572
M&S Collection Golden Blond Chocolate Florentines,£4.50,170g,food-cupboard-drinks-bakery-294572
M&S Plant Kitchen Vegan Mayonnaise,£1.80,250g,food-cupboard-drinks-bakery-294572
M&S Pomegranate Dressing,£2.30,235ml,food-cupboard-drinks-bakery-294572
M&S Berry Infusion Tea Bags,£1.50,20 per pack,food-cupboard-drinks-bakery-294572
M&S Made Without Very Berry & Orange Granola,£3.50,360g,food-cupboard-drinks-bakery-294572
M&S Organic Pine Nut Kernels,£5,100g,food-cupboard-drinks-bakery-294572
M&S Black Sesame Seeds,£2,60g,food-cupboard-drinks-bakery-294572
M&S Mediterranean Inspired Nuts & Seeds,£3.75,150g,food-cupboard-drinks-bakery-294572
M&S Organic Honey Seed & Almond Granola,£5,500g,food-cupboard-drinks-bakery-294572
M&S Plant Kitchen Vegan 'Nduja Paste,£2.50,190g,food-cupboard-drinks-bakery-294572
M&S Swiss Fruit & Nut Milk Chocolate Mountain Bar,£2.50,100g,food-cupboard-drinks-bakery-294572
M&S VIVA Korean Chilli BBQ Marinade,£2,300g,food-cupboard-drinks-bakery-294572
Cook with M&S Thai Green Curry Paste Pots,£2.50,4 x 45g,food-cupboard-drinks-bakery-294572
M&S AM Cold Pressed Shot,£1.60,100ml,food-cupboard-drinks-bakery-294572
M&S Beef Madras,£4.50,400g,food-cupboard-drinks-bakery-294572
M&S Coconut & Lime Seasoning,£2,60g,food-cupboard-drinks-bakery-294572
M&S El Duque De Miralta Rioja Crianza,£9,75cl,food-cupboard-drinks-bakery-294572
M&S Extremely Chocolatey Chocolate Party Cubes,£16,705g,food-cupboard-drinks-bakery-294572
M&S Soft Nougat,£4,156g,food-cupboard-drinks-bakery-294572
M&S Blood Orange & Passionfruit Cordial,£3.10,500ml,food-cupboard-drinks-bakery-294572
M&S Calabrian Chilli & Fennel Ragu,£3.50,290g,food-cupboard-drinks-bakery-294572
M&S Collection Rosemary & Olive Crackers,£3,130g,food-cupboard-drinks-bakery-294572
M&S Extremely Chocolatey Biscuity Easter Egg,£12,370g,food-cupboard-drinks-bakery-294572
M&S Salted Chocolate Trail Mix,£2.50,5 x 25g,food-cupboard-drinks-bakery-294572
M&S Triple Mint Infusion Teabags,£2.75,15 per pack,food-cupboard-drinks-bakery-294572
M&S Unfiltered Extra Virgin Olive Oil,£6.50,500ml,food-cupboard-drinks-bakery-294572
M&S Chateauneuf-Du-Pape,£18,75cl,food-cupboard-drinks-bakery-294572
M&S Classics Rioja,£11,75cl,food-cupboard-drinks-bakery-294572
M&S Organic Old Vines Monastrell,£7.50,75cl,food-cupboard-drinks-bakery-294572
M&S x Huyghe Belgian Cherry Wheat Beer,£2.50,330ml,food-cupboard-drinks-bakery-294572
Cook With M&S Italian Tomato Passata,£2.50,690g,food-cupboard-drinks-bakery-294572
M&S 4 White Wine Garlic & Herb Flavour Pots,£1.60,96g,food-cupboard-drinks-bakery-294572
M&S Extremely Chocolatey Party Cake,£18,1.5kg,food-cupboard-drinks-bakery-294572
M&S Pale Cream Sherry,£11,75cl,food-cupboard-drinks-bakery-294572
Cook With M&S Dried Coriander Leaf,£1.50,9g,food-cupboard-drinks-bakery-294572
M&S Belgian Dark Hot Chocolate Flakes,£5,250g,food-cupboard-drinks-bakery-294572
M&S Chilli & Sesame Noodle Box,£2.50,300g,food-cupboard-drinks-bakery-294572
M&S Colour the Rainbow Cupcakes,£3.25,167g,food-cupboard-drinks-bakery-294572
M&S Light Clementine Tonic Water,£4.75,8 x 150ml,food-cupboard-drinks-bakery-294572
M&S Toffee Apple Cake,£4,395g,food-cupboard-drinks-bakery-294572
M&S Triple Chocolate Cookie Mix,£2.50,300g,food-cupboard-drinks-bakery-294572
Cook With M&S Whole Cloves,£1.50,30g,food-cupboard-drinks-bakery-294572
M&S Green Thai Curry Sauce,£2.50,340g,food-cupboard-drinks-bakery-294572
M&S Mathilde De Favray Pouilly Fume,£18,75cl,food-cupboard-drinks-bakery-294572
M&S Reduced Sugar Milk Chocolate,£2.25,90g,food-cupboard-drinks-bakery-294572
M&S Tri-Colour Spaghetti,£2.30,500g,food-cupboard-drinks-bakery-294572
M&S Abertura Vinho Verde Rose,£8,75cl,food-cupboard-drinks-bakery-294572
M&S Fairtrade Colombian Coffee Pods,£3.25,10 per pack,food-cupboard-drinks-bakery-294572
M&S Manzanilla Dry Sherry,£11,75cl,food-cupboard-drinks-bakery-294572
N/A,£3.50,4 x 330ml,food-cupboard-drinks-bakery-294572
M&S Spencer Bear Egg Hunt Pouch,£8,127g,food-cupboard-drinks-bakery-294572
Cook With M&S Katsu Curry Paste,£2.20,190g,food-cupboard-drinks-bakery-294572
M&S Cheese Tasters,£1,30g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Classic Coffee Pods,£3.25,10 per pack,food-cupboard-drinks-bakery-294572
M&S Good Gut Ball,£1.50,40g,food-cupboard-drinks-bakery-294572
M&S Reduced Fat Thai Sweet Chilli Crisps,£1.70,150g,food-cupboard-drinks-bakery-294572
M&S Swiss Golden Blond Chocolate Bar,£3.50,125g,food-cupboard-drinks-bakery-294572
M&S Cheddar Cheese & Mixed Seed Crispbread,£2.75,210g,food-cupboard-drinks-bakery-294572
M&S Collection Dill Sauce,£3,190g,food-cupboard-drinks-bakery-294572
M&S Irish Cream Liqueur Truffles,£4,125g,food-cupboard-drinks-bakery-294572
M&S Made In Italy Farfalle Pasta,£2.30,500g,food-cupboard-drinks-bakery-294572
M&S Made Without Dairy Giant Choc Buttons,£3,150g,food-cupboard-drinks-bakery-294572
M&S Lemon Wafer Squares,£1.50,125g,food-cupboard-drinks-bakery-294572
M&S Made in Italy Egg Tagliatelle,£2.30,500g,food-cupboard-drinks-bakery-294572
M&S Marzipan Spring Fruits,£7.50,137g,food-cupboard-drinks-bakery-294572
M&S Sparkling Summer Berries Water,£1.35,500ml,food-cupboard-drinks-bakery-294572
Cook With M&S Coriander Seeds,£1.50,27g,food-cupboard-drinks-bakery-294572
M&S Collection Pouilly Fume La Tuilerie,£18,75cl,food-cupboard-drinks-bakery-294572
M&S Masala Chai Teabags,£2.80,50 per pack,food-cupboard-drinks-bakery-294572
M&S Natural In-Shell Pistachios,£11,750g,food-cupboard-drinks-bakery-294572
M&S Plant Kitchen 2 Chocolate Brownies,£3.25,112g,food-cupboard-drinks-bakery-294572
M&S Plant Kitchen Everything White Sauce,£2.50,410g,food-cupboard-drinks-bakery-294572
M&S Cloudy Apple Juice,£2.10,1L,food-cupboard-drinks-bakery-294572
M&S Collection Saint Emilion Moueix,£20,75cl,food-cupboard-drinks-bakery-294572
M&S High Fibre Fruit & Bran Muesli,£3.60,600g,food-cupboard-drinks-bakery-294572
M&S Sea Salt & Vinegar Popped Potato Chips,£1.65,80g,food-cupboard-drinks-bakery-294572
M&S Vanilla Flavour Syrup,£3.50,250ml,food-cupboard-drinks-bakery-294572
Cook With M&S Easy Ginger,£2,90g,food-cupboard-drinks-bakery-294572
M&S Blended Scotch Whisky,£15.50,70cl,food-cupboard-drinks-bakery-294572
M&S Clocktower Marlborough Single Vineyard Sauvignon Blanc,£14,75cl,food-cupboard-drinks-bakery-294572
M&S VIVA Buffalo Sauce,£2,155g,food-cupboard-drinks-bakery-294572
M&S Colin the Caterpillar Large Fruit Gums,£4.25,400g,food-cupboard-drinks-bakery-294572
M&S Kalamata Olive Tapenade,£2.20,140g,food-cupboard-drinks-bakery-294572
M&S Quince & Pear Fruit for Cheese,£2.75,120g,food-cupboard-drinks-bakery-294572
M&S Special Reserve Port,£10,50cl,food-cupboard-drinks-bakery-294572
M&S Collection Aubergine Olive & Wild Caper Tomato Sauce,£3.50,280g,food-cupboard-drinks-bakery-294572
M&S 4 Extra Virgin Olive Oil Piadina,£2.20,4 per pack,food-cupboard-drinks-bakery-294572
M&S 8 Ultimate Chocolate Orange Teacakes,£2,240g,food-cupboard-drinks-bakery-294572
M&S Black Pepper Twists Twin Pack,£2.50,250g,food-cupboard-drinks-bakery-294572
M&S Indian Tonic Water,£4.75,8 x 150ml,food-cupboard-drinks-bakery-294572
M&S 5 Year Old Martinez Marsala Riserva Dolce,£9,37.5cl,food-cupboard-drinks-bakery-294572
M&S Membrillo Quince Paste,£3.25,120g,food-cupboard-drinks-bakery-294572
M&S Swiss Dark Chocolate Mountain Bar,£2.50,100g,food-cupboard-drinks-bakery-294572
M&S Brain Food Oat Of The Blue Drink,£2.75,250ml,food-cupboard-drinks-bakery-294572
M&S Carrot Kick Cold Pressed Juice,£2,250ml,food-cupboard-drinks-bakery-294572
M&S Light & Fresh,£5.75,75cl,food-cupboard-drinks-bakery-294572
M&S Lock Keeper's Shiraz,£8,75cl,food-cupboard-drinks-bakery-294572
M&S Mango & Passion Fruit Coulis,£2.70,260g,food-cupboard-drinks-bakery-294572
M&S Sumac,£2.50,50g,food-cupboard-drinks-bakery-294572
M&S Bordeaux Rouge,£8.50,75cl,food-cupboard-drinks-bakery-294572
M&S Collection Marc De Champagne Truffles,£8,125g,food-cupboard-drinks-bakery-294572
M&S Collection British Honey,£5.25,340g,food-cupboard-drinks-bakery-294572
M&S Light Ginger Ale,£2,500ml,food-cupboard-drinks-bakery-294572
M&S Made Without Oaty Crumble Topping,£2.25,225g,food-cupboard-drinks-bakery-294572
M&S Organic Emiliana Malbec,£9,75cl,food-cupboard-drinks-bakery-294572
M&S Roasted & Salted Pistachios,£6,300g,food-cupboard-drinks-bakery-294572
M&S Roasted Pistachio Nuts,£5,300g,food-cupboard-drinks-bakery-294572
"M&S Collection Date, Plum & Hazelnut Biscuits",£3,130g,food-cupboard-drinks-bakery-294572
M&S Made Without 2 Teacakes,£2.40,130g,food-cupboard-drinks-bakery-294572
M&S Radiance Pomegranate & Raspberry Juice,£2.30,750ml,food-cupboard-drinks-bakery-294572
M&S Strawberry Mini Wafer Squares,£1.50,125g,food-cupboard-drinks-bakery-294572
M&S x Haacht Belgian Lager,£6,4 x 440ml,food-cupboard-drinks-bakery-294572
Single Apiary Set British Honey,£5,250g,food-cupboard-drinks-bakery-294572
M&S 8 Instant Cappuccino Sachets,£3.75,124g,food-cupboard-drinks-bakery-294572
M&S Italian Chocolate Hazelnut Creme,£4.75,360g,food-cupboard-drinks-bakery-294572
M&S PM Cold Pressed Dosing Bottle,£4,500ml,food-cupboard-drinks-bakery-294572
M&S Sparkling Strawberry & Elderflower Presse,£2.95,750ml,food-cupboard-drinks-bakery-294572
Cook With M&S Mustard Seeds,£1.50,62g,food-cupboard-drinks-bakery-294572
M&S 2 Indulgent Chocolate Brownies,£3.25,112g,food-cupboard-drinks-bakery-294572
M&S Cold Pressed Rapeseed Oil,£4.50,500ml,food-cupboard-drinks-bakery-294572
M&S Dippy Whippy Loaded Egg,£12,345g,food-cupboard-drinks-bakery-294572
M&S Everything Tomato Garlic & Herb Paste,£2,190g,food-cupboard-drinks-bakery-294572
M&S Sweet Chilli Crunch Mix,£2.50,5 x 25g,food-cupboard-drinks-bakery-294572
Cook With M&S Curry Leaves,£1.50,2g,food-cupboard-drinks-bakery-294572
M&S Daniel's Drift Merlot,£6.50,75cl,food-cupboard-drinks-bakery-294572
M&S La Dame En Rose,£7,75cl,food-cupboard-drinks-bakery-294572
M&S Percy Pig Egg Hunt Pouch,£8,122g,food-cupboard-drinks-bakery-294572
M&S All Butter Shortbread Tin,£6,230g,food-cupboard-drinks-bakery-294572
"M&S Almond, Blueberry & Cranberry Bars",£4,4 x 40g,food-cupboard-drinks-bakery-294572
M&S Sparkling Light Orange & Mango Presse,£2.95,750ml,food-cupboard-drinks-bakery-294572
M&S Belgian Biscuit Collection,£8.50,500g,food-cupboard-drinks-bakery-294572
M&S Choc Marks White Chocolate Bar,£3.50,180g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Madagascan Vanilla Pods,£6.75,2 per pack,food-cupboard-drinks-bakery-294572
M&S Focaccia & Ciabatta Bread Mix,£1.35,500g,food-cupboard-drinks-bakery-294572
M&S Juicy Sparkling Apple & Elderflower Water,£4.25,4 x 330ml,food-cupboard-drinks-bakery-294572
M&S Plant Kitchen Smooth Hazelnut Chocolate Spread,£3,200g,food-cupboard-drinks-bakery-294572
M&S Wholegrain Rice,£1.65,500g,food-cupboard-drinks-bakery-294572
M&S Juicy Sparkling Raspberry & Blackcurrant Water,£4.25,4 x 330ml,food-cupboard-drinks-bakery-294572
M&S Orange Flavoured Water,£2,4 x 200ml,food-cupboard-drinks-bakery-294572
M&S Revitalise Super Smoothie,£2.50,350ml,food-cupboard-drinks-bakery-294572
M&S Rogan Josh Sauce,£2.20,340g,food-cupboard-drinks-bakery-294572
M&S 4 Peanut & Dark Chocolate Gluten  Free Breakfast Bars,£3.20,4 x 38g,food-cupboard-drinks-bakery-294572
M&S Gold Label Chardonnay,£15,1.5L,food-cupboard-drinks-bakery-294572
M&S Milk Chocolate Selection Box,£8.50,300g,food-cupboard-drinks-bakery-294572
M&S Collection Himalayan Pink Rock Salt,£2.50,350g,food-cupboard-drinks-bakery-294572
M&S Still Passion Fruit Lemonade,£2.30,750ml,food-cupboard-drinks-bakery-294572
M&S Thick & Hearty Scottish Porridge Oats,£1.65,500g,food-cupboard-drinks-bakery-294572
N/A,£1.90,250ml,food-cupboard-drinks-bakery-294572
Cook With M&S Ancho Chilli Flakes,£1.70,30g,food-cupboard-drinks-bakery-294572
Cook With M&S Hot Paprika,£1.50,46g,food-cupboard-drinks-bakery-294572
M&S Alcohol Free Mojito Juice,£2.30,750ml,food-cupboard-drinks-bakery-294572
M&S Apple Strudel Porridge Sachets,£2.75,10 x 36g,food-cupboard-drinks-bakery-294572
M&S Clocktower Marlborough Southern Valleys Pinot Noir,£15,75cl,food-cupboard-drinks-bakery-294572
M&S Collection Blond Chocolate with Italian Almonds,£2.75,100g,food-cupboard-drinks-bakery-294572
M&S Distilled Silver Tequila,£20,700ml,food-cupboard-drinks-bakery-294572
M&S Lemon Infused Olive Oil,£4.50,250ml,food-cupboard-drinks-bakery-294572
M&S Balsamic Vinegar of Modena,£3,250ml,food-cupboard-drinks-bakery-294572
"M&S Choc Marks Candy Beans, Orange Jellies & Popping Candy Milk Chocolate",£1.30,50g,food-cupboard-drinks-bakery-294572
M&S Classics Californian Chardonnay,£9,75cl,food-cupboard-drinks-bakery-294572
M&S Collection Brazilian Instant Coffee,£4,100g,food-cupboard-drinks-bakery-294572
M&S Hot & Smoky Marinade,£2,280g,food-cupboard-drinks-bakery-294572
M&S Lucy The Lamb,£3.75,70g,food-cupboard-drinks-bakery-294572
M&S Made Without Chickita The Chicken,£7,155g,food-cupboard-drinks-bakery-294572
M&S Organic English Breakfast Teabags,£2.75,50 per pack,food-cupboard-drinks-bakery-294572
M&S Raspberry Rhubarb & Hibiscus Cordial,£3.10,500ml,food-cupboard-drinks-bakery-294572
M&S Roast & Ritual Coffee Beans,£3.50,227g,food-cupboard-drinks-bakery-294572
M&S Up Beet Cold Pressed Juice,£2,250ml,food-cupboard-drinks-bakery-294572
M&S x Vocation American IPA,£1.90,330ml,food-cupboard-drinks-bakery-294572
Cook With M&S Himalayan Pink Rock Salt Mill,£3.25,95g,food-cupboard-drinks-bakery-294572
M&S Chateau Gillet Bordeaux,£8.50,75cl,food-cupboard-drinks-bakery-294572
M&S Maple Syrup Flavour Porridge Sachets,£2.75,10 x 36g,food-cupboard-drinks-bakery-294572
M&S Classics Organic Cotes du Rhone Villages,£9,75cl,food-cupboard-drinks-bakery-294572
M&S Fairtrade Earl Grey Loose Tea,£2.50,150g,food-cupboard-drinks-bakery-294572
M&S Fitou,£8,75cl,food-cupboard-drinks-bakery-294572
M&S Mojito,£9,4 x 250ml,food-cupboard-drinks-bakery-294572
M&S Nasi Goreng Paste,£1.50,190g,food-cupboard-drinks-bakery-294572
M&S Revitalise Pineapple & Passion Fruit Juice,£2.30,750ml,food-cupboard-drinks-bakery-294572
M&S 10 Italian Style Coffee Bags,£3.40,75g,food-cupboard-drinks-bakery-294572
M&S Barbecue Crunch Mix,£2.50,5 x 25g,food-cupboard-drinks-bakery-294572
M&S Assorted Baklava Selection,£5,12 per pack,food-cupboard-drinks-bakery-294572
M&S Collection Plum & Blackcurrant Preserve,£2.50,235g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Decaf One Cup Coffee Filters,£4.25,10 per pack,food-cupboard-drinks-bakery-294572
M&S Italian Coffee Capsules,£3.25,10 per pack,food-cupboard-drinks-bakery-294572
M&S Salted Caramel Chocolate Bar,£1.35,38g,food-cupboard-drinks-bakery-294572
M&S Singapore Noodle Stir Fry Sauce,£2.50,190g,food-cupboard-drinks-bakery-294572
M&S Swiss Milk Chocolate Truffles,£6.50,205g,food-cupboard-drinks-bakery-294572
Cook With M&S Pink Peppercorns,£2.25,25g,food-cupboard-drinks-bakery-294572
M&S Collection Darjeeling Tea Bags,£2.80,38g,food-cupboard-drinks-bakery-294572
M&S El Duque De Miralta Rioja Reserva,£11,75cl,food-cupboard-drinks-bakery-294572
M&S Made Without 4 Chocolate Chip Brioche Rolls,£2.65,176g,food-cupboard-drinks-bakery-294572
M&S Made Without Dairy Orange Choc Bar,£1.35,35g,food-cupboard-drinks-bakery-294572
M&S Spiced Chai Flavour Latte Powder,£4.50,250g,food-cupboard-drinks-bakery-294572
M&S VIVA Honey & Chipotle Marinade,£2,295g,food-cupboard-drinks-bakery-294572
M&S x ABK German Lager,£2.50,500ml,food-cupboard-drinks-bakery-294572
M&S Cherry Liqueurs,£4,250g,food-cupboard-drinks-bakery-294572
M&S Hazelnut Flavour Espresso Coffee Pods,£3.25,10 per pack,food-cupboard-drinks-bakery-294572
M&S Percy Pig Party Sprinkles,£2,80g,food-cupboard-drinks-bakery-294572
M&S Salted Caramel Vegan Fudge,£5,300g,food-cupboard-drinks-bakery-294572
M&S Sparkling Ginger & Mexican Lime Presse,£2.95,750ml,food-cupboard-drinks-bakery-294572
Cook With M&S Whole Nutmeg,£1.50,38g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Ruby Red Grapefruit Marmalade Coarse Cut,£2.25,340g,food-cupboard-drinks-bakery-294572
M&S Happy Birthday Cake Topper,£3,,food-cupboard-drinks-bakery-294572
M&S Sliced Bamboo Shoots,£2,220g,food-cupboard-drinks-bakery-294572
M&S Smoky Chorizo Peanuts,£2,200g,food-cupboard-drinks-bakery-294572
